date,fox news
2016-05-01,5.970647098065377
2016-05-02,7.164776517678453
2016-05-03,8.120080053368913
2016-05-04,11.224816544362909
2016-05-05,8.358905937291528
2016-05-06,8.120080053368913
2016-05-07,5.970647098065377
2016-05-08,5.731821214142762
2016-05-09,7.164776517678453
2016-05-10,7.403602401601067
2016-05-11,7.642428285523683
2016-05-12,7.881254169446298
2016-05-13,7.403602401601067
2016-05-14,5.970647098065377
2016-05-15,5.2541694462975315
2016-05-16,6.687124749833222
2016-05-17,7.642428285523683
2016-05-18,8.120080053368913
2016-05-19,8.597731821214143
2016-05-20,7.642428285523683
2016-05-21,5.970647098065377
2016-05-22,5.492995330220147
2016-05-23,6.925950633755837
2016-05-24,6.925950633755837
2016-05-25,7.403602401601067
2016-05-26,7.642428285523683
2016-05-27,7.164776517678453
2016-05-28,5.492995330220147
2016-05-29,5.492995330220147
2016-05-30,5.2541694462975315
2016-05-31,6.925950633755837
2016-06-01,7.642428285523683
2016-06-02,7.403602401601067
2016-06-03,7.164776517678453
2016-06-04,6.209472981987992
2016-06-05,5.731821214142762
2016-06-06,7.164776517678453
2016-06-07,7.403602401601067
2016-06-08,8.358905937291528
2016-06-09,7.164776517678453
2016-06-10,7.403602401601067
2016-06-11,5.731821214142762
2016-06-12,12.180120080053369
2016-06-13,10.985990660440294
2016-06-14,9.553035356904603
2016-06-15,9.791861240827219
2016-06-16,8.597731821214143
2016-06-17,7.642428285523683
2016-06-18,5.970647098065377
2016-06-19,5.731821214142762
2016-06-20,7.881254169446298
2016-06-21,7.642428285523683
2016-06-22,8.358905937291528
2016-06-23,8.597731821214143
2016-06-24,10.030687124749834
2016-06-25,6.4482988659106075
2016-06-26,6.4482988659106075
2016-06-27,7.403602401601067
2016-06-28,8.597731821214143
2016-06-29,8.120080053368913
2016-06-30,8.358905937291528
2016-07-01,7.881254169446298
2016-07-02,6.687124749833222
2016-07-03,6.925950633755837
2016-07-04,6.4482988659106075
2016-07-05,10.030687124749834
2016-07-06,9.791861240827219
2016-07-07,11.224816544362909
2016-07-08,21.25550366911274
2016-07-09,10.508338892595063
2016-07-10,8.836557705136759
2016-07-11,9.791861240827219
2016-07-12,9.553035356904603
2016-07-13,9.553035356904603
2016-07-14,10.747164776517678
2016-07-15,13.851901267511675
2016-07-16,10.030687124749834
2016-07-17,12.180120080053369
2016-07-18,11.941294196130753
2016-07-19,14.09072715143429
2016-07-20,11.463642428285524
2016-07-21,12.180120080053369
2016-07-22,13.374249499666444
2016-07-23,9.075383589059372
2016-07-24,8.836557705136759
2016-07-25,11.224816544362909
2016-07-26,11.70246831220814
2016-07-27,10.985990660440294
2016-07-28,10.747164776517678
2016-07-29,11.224816544362909
2016-07-30,8.358905937291528
2016-07-31,8.597731821214143
2016-08-01,9.791861240827219
2016-08-02,9.314209472981988
2016-08-03,10.26951300867245
2016-08-04,9.791861240827219
2016-08-05,8.836557705136759
2016-08-06,6.925950633755837
2016-08-07,6.687124749833222
2016-08-08,8.358905937291528
2016-08-09,9.075383589059372
2016-08-10,9.553035356904603
2016-08-11,9.314209472981988
2016-08-12,8.597731821214143
2016-08-13,6.925950633755837
2016-08-14,7.642428285523683
2016-08-15,9.314209472981988
2016-08-16,8.358905937291528
2016-08-17,8.120080053368913
2016-08-18,8.358905937291528
2016-08-19,8.120080053368913
2016-08-20,6.4482988659106075
2016-08-21,6.209472981987992
2016-08-22,7.881254169446298
2016-08-23,8.120080053368913
2016-08-24,8.836557705136759
2016-08-25,8.358905937291528
2016-08-26,8.120080053368913
2016-08-27,6.4482988659106075
2016-08-28,6.209472981987992
2016-08-29,7.881254169446298
2016-08-30,7.881254169446298
2016-08-31,8.597731821214143
2016-09-01,9.075383589059372
2016-09-02,8.120080053368913
2016-09-03,7.164776517678453
2016-09-04,6.4482988659106075
2016-09-05,5.731821214142762
2016-09-06,9.553035356904603
2016-09-07,9.553035356904603
2016-09-08,9.075383589059372
2016-09-09,8.120080053368913
2016-09-10,6.687124749833222
2016-09-11,9.075383589059372
2016-09-12,10.030687124749834
2016-09-13,9.075383589059372
2016-09-14,8.836557705136759
2016-09-15,8.836557705136759
2016-09-16,8.836557705136759
2016-09-17,6.925950633755837
2016-09-18,9.791861240827219
2016-09-19,10.508338892595063
2016-09-20,8.836557705136759
2016-09-21,9.553035356904603
2016-09-22,10.26951300867245
2016-09-23,9.553035356904603
2016-09-24,7.881254169446298
2016-09-25,8.120080053368913
2016-09-26,10.030687124749834
2016-09-27,23.882588392261507
2016-09-28,10.747164776517678
2016-09-29,10.030687124749834
2016-09-30,9.075383589059372
2016-10-01,7.082388258839226
2016-10-02,7.082388258839226
2016-10-03,9.895930620413608
2016-10-04,9.7765176784523
2016-10-05,10.992995330220147
2016-10-06,10.87358238825884
2016-10-07,12.209472981987993
2016-10-08,14.28418945963976
2016-10-09,10.87358238825884
2016-10-10,18.933622414943294
2016-10-11,11.112408272181455
2016-10-12,11.112408272181455
2016-10-13,11.970647098065378
2016-10-14,11.112408272181455
2016-10-15,8.798865910607072
2016-10-16,8.179452968645764
2016-10-17,10.015343562374916
2016-10-18,10.134756504336224
2016-10-19,10.254169446297531
2016-10-20,19.0530353569046
2016-10-21,10.754169446297531
2016-10-22,8.060040026684456
2016-10-23,7.821214142761841
2016-10-24,9.895930620413608
2016-10-25,10.015343562374916
2016-10-26,10.87358238825884
2016-10-27,10.254169446297531
2016-10-28,13.925950633755837
2016-10-29,12.948298865910608
2016-10-30,11.112408272181455
2016-10-31,14.664776517678453
2016-11-01,13.925950633755837
2016-11-02,14.0
2016-11-03,15.0
2016-11-04,16.0
2016-11-05,12.0
2016-11-06,14.0
2016-11-07,17.0
2016-11-08,40.0
2016-11-09,100.0
2016-11-10,21.0
2016-11-11,16.0
2016-11-12,12.0
2016-11-13,11.0
2016-11-14,12.0
2016-11-15,12.0
2016-11-16,12.0
2016-11-17,11.0
2016-11-18,11.0
2016-11-19,9.0
2016-11-20,9.0
2016-11-21,10.0
2016-11-22,10.0
2016-11-23,9.0
2016-11-24,7.0
2016-11-25,8.0
2016-11-26,8.0
2016-11-27,8.0
2016-11-28,11.0
2016-11-29,11.0
2016-11-30,10.0
2016-12-01,10.0
2016-12-02,9.0
2016-12-03,8.0
2016-12-04,8.0
2016-12-05,9.0
2016-12-06,9.0
2016-12-07,9.0
2016-12-08,9.0
2016-12-09,9.0
2016-12-10,8.0
2016-12-11,8.0
2016-12-12,10.0
2016-12-13,9.0
2016-12-14,9.0
2016-12-15,10.0
2016-12-16,10.0
2016-12-17,8.0
2016-12-18,7.0
2016-12-19,12.0
2016-12-20,10.0
2016-12-21,9.0
2016-12-22,9.0
2016-12-23,9.0
2016-12-24,8.0
2016-12-25,8.0
2016-12-26,8.0
2016-12-27,9.0
2016-12-28,9.0
2016-12-29,10.0
2016-12-30,9.0
2016-12-31,8.0
2017-01-01,10.0
2017-01-02,8.0
2017-01-03,10.0
2017-01-04,10.0
2017-01-05,11.0
2017-01-06,15.0
2017-01-07,9.0
2017-01-08,8.0
2017-01-09,10.0
2017-01-10,10.0
2017-01-11,12.0
2017-01-12,11.0
2017-01-13,10.0
2017-01-14,8.0
2017-01-15,8.0
2017-01-16,9.0
2017-01-17,10.0
2017-01-18,11.0
2017-01-19,12.0
2017-01-20,32.0
2017-01-21,16.0
2017-01-22,14.0
2017-01-23,14.0
2017-01-24,12.0
2017-01-25,13.0
2017-01-26,13.0
2017-01-27,13.0
2017-01-28,10.0
2017-01-29,14.0
2017-01-30,15.0
2017-01-31,15.0
2017-02-01,13.0
2017-02-02,12.0
2017-02-03,13.0
2017-02-04,10.0
2017-02-05,10.0
2017-02-06,11.0
2017-02-07,12.0
2017-02-08,12.0
2017-02-09,12.0
2017-02-10,11.0
2017-02-11,8.0
2017-02-12,8.0
2017-02-13,10.0
2017-02-14,12.0
2017-02-15,12.0
2017-02-16,12.0
2017-02-17,13.0
2017-02-18,9.0
2017-02-19,10.0
2017-02-20,11.0
2017-02-21,11.0
2017-02-22,10.0
2017-02-23,10.0
2017-02-24,11.0
2017-02-25,10.0
2017-02-26,8.0
2017-02-27,10.0
2017-02-28,10.0
2017-03-01,11.16793893129771
2017-03-02,10.101145038167939
2017-03-03,9.12881679389313
2017-03-04,8.15648854961832
2017-03-05,8.845419847328245
2017-03-06,10.101145038167939
2017-03-07,10.006679389312978
2017-03-08,9.317748091603054
2017-03-09,9.12881679389313
2017-03-10,9.034351145038169
2017-03-11,7.08969465648855
2017-03-12,6.995229007633588
2017-03-13,9.12881679389313
2017-03-14,9.62881679389313
2017-03-15,8.939885496183205
2017-03-16,8.845419847328245
2017-03-17,9.034351145038169
2017-03-18,7.778625954198473
2017-03-19,6.900763358778626
2017-03-20,10.790076335877863
2017-03-21,9.817748091603054
2017-03-22,11.951335877862595
2017-03-23,11.856870229007633
2017-03-24,12.923664122137405
2017-03-25,9.12881679389313
2017-03-26,7.9675572519083975
2017-03-27,9.034351145038169
2017-03-28,9.034351145038169
2017-03-29,9.12881679389313
2017-03-30,9.223282442748092
2017-03-31,9.817748091603054
2017-04-01,6.995229007633588
2017-04-02,6.801526717557252
2017-04-03,9.446564885496183
2017-04-04,9.82442748091603
2017-04-05,10.958015267175574
2017-04-06,10.013358778625955
2017-04-07,18.893129770992367
2017-04-08,9.446564885496183
2017-04-09,8.69083969465649
2017-04-10,10.580152671755727
2017-04-11,10.013358778625955
2017-04-12,10.202290076335878
2017-04-13,14.169847328244275
2017-04-14,11.524809160305344
2017-04-15,9.25763358778626
2017-04-16,8.69083969465649
2017-04-17,10.958015267175574
2017-04-18,10.202290076335878
2017-04-19,13.980916030534353
2017-04-20,12.84732824427481
2017-04-21,10.013358778625955
2017-04-22,7.935114503816794
2017-04-23,7.368320610687023
2017-04-24,10.013358778625955
2017-04-25,10.391221374045802
2017-04-26,10.013358778625955
2017-04-27,9.82442748091603
2017-04-28,9.25763358778626
2017-04-29,7.557251908396947
2017-04-30,7.7461832061068705
2017-05-01,10.76908396946565
2017-05-02,9.635496183206108
2017-05-03,9.068702290076336
2017-05-04,10.013358778625955
2017-05-05,9.25763358778626
2017-05-06,6.801526717557252
2017-05-07,6.801526717557252
2017-05-08,8.312977099236642
2017-05-09,9.25763358778626
2017-05-10,11.524809160305344
2017-05-11,9.82442748091603
2017-05-12,9.82442748091603
2017-05-13,7.368320610687023
2017-05-14,6.801526717557252
2017-05-15,10.013358778625955
2017-05-16,12.469465648854962
2017-05-17,12.84732824427481
2017-05-18,13.225190839694656
2017-05-19,10.580152671755727
2017-05-20,8.312977099236642
2017-05-21,7.935114503816794
2017-05-22,9.635496183206108
2017-05-23,13.225190839694656
2017-05-24,10.202290076335878
2017-05-25,10.202290076335878
2017-05-26,9.068702290076336
2017-05-27,7.557251908396947
2017-05-28,7.368320610687023
2017-05-29,6.990458015267176
2017-05-30,8.879770992366412
2017-05-31,9.25763358778626
2017-06-01,10.013358778625955
2017-06-02,10.013358778625955
2017-06-03,8.501908396946565
