date,saturday night live
2016-05-01,9.06746463547334
2016-05-02,4.184983677910773
2016-05-03,3.487486398258977
2016-05-04,3.487486398258977
2016-05-05,3.487486398258977
2016-05-06,3.487486398258977
2016-05-07,4.882480957562568
2016-05-08,15.344940152339499
2016-05-09,6.277475516866159
2016-05-10,4.184983677910773
2016-05-11,3.487486398258977
2016-05-12,3.487486398258977
2016-05-13,3.487486398258977
2016-05-14,5.579978237214363
2016-05-15,16.042437431991296
2016-05-16,6.974972796517954
2016-05-17,4.882480957562568
2016-05-18,4.184983677910773
2016-05-19,4.184983677910773
2016-05-20,4.184983677910773
2016-05-21,4.882480957562568
2016-05-22,20.924918389553863
2016-05-23,8.369967355821545
2016-05-24,5.579978237214363
2016-05-25,4.184983677910773
2016-05-26,4.184983677910773
2016-05-27,3.487486398258977
2016-05-28,4.882480957562568
2016-05-29,6.277475516866159
2016-05-30,3.487486398258977
2016-05-31,2.7899891186071817
2016-06-01,2.7899891186071817
2016-06-02,2.7899891186071817
2016-06-03,3.487486398258977
2016-06-04,4.184983677910773
2016-06-05,6.974972796517954
2016-06-06,2.7899891186071817
2016-06-07,2.7899891186071817
2016-06-08,2.7899891186071817
2016-06-09,2.7899891186071817
2016-06-10,2.7899891186071817
2016-06-11,4.882480957562568
2016-06-12,6.277475516866159
2016-06-13,2.7899891186071817
2016-06-14,2.7899891186071817
2016-06-15,2.7899891186071817
2016-06-16,2.7899891186071817
2016-06-17,2.7899891186071817
2016-06-18,2.7899891186071817
2016-06-19,5.579978237214363
2016-06-20,2.7899891186071817
2016-06-21,2.0924918389553864
2016-06-22,4.184983677910773
2016-06-23,2.7899891186071817
2016-06-24,2.7899891186071817
2016-06-25,4.184983677910773
2016-06-26,4.882480957562568
2016-06-27,2.0924918389553864
2016-06-28,2.0924918389553864
2016-06-29,2.0924918389553864
2016-06-30,2.0924918389553864
2016-07-01,2.0924918389553864
2016-07-02,3.487486398258977
2016-07-03,4.882480957562568
2016-07-04,2.7899891186071817
2016-07-05,2.0924918389553864
2016-07-06,2.7899891186071817
2016-07-07,2.0924918389553864
2016-07-08,2.7899891186071817
2016-07-09,2.7899891186071817
2016-07-10,4.882480957562568
2016-07-11,2.0924918389553864
2016-07-12,2.0924918389553864
2016-07-13,2.7899891186071817
2016-07-14,2.7899891186071817
2016-07-15,2.7899891186071817
2016-07-16,4.184983677910773
2016-07-17,4.882480957562568
2016-07-18,2.7899891186071817
2016-07-19,4.184983677910773
2016-07-20,3.487486398258977
2016-07-21,3.487486398258977
2016-07-22,3.487486398258977
2016-07-23,4.184983677910773
2016-07-24,6.974972796517954
2016-07-25,2.7899891186071817
2016-07-26,2.7899891186071817
2016-07-27,3.487486398258977
2016-07-28,2.7899891186071817
2016-07-29,2.7899891186071817
2016-07-30,3.487486398258977
2016-07-31,4.882480957562568
2016-08-01,2.7899891186071817
2016-08-02,2.7899891186071817
2016-08-03,2.7899891186071817
2016-08-04,2.7899891186071817
2016-08-05,2.7899891186071817
2016-08-06,2.7899891186071817
2016-08-07,4.184983677910773
2016-08-08,2.0924918389553864
2016-08-09,3.487486398258977
2016-08-10,3.487486398258977
2016-08-11,2.7899891186071817
2016-08-12,2.7899891186071817
2016-08-13,3.487486398258977
2016-08-14,4.184983677910773
2016-08-15,2.7899891186071817
2016-08-16,2.0924918389553864
2016-08-17,2.0924918389553864
2016-08-18,2.7899891186071817
2016-08-19,2.7899891186071817
2016-08-20,3.487486398258977
2016-08-21,3.487486398258977
2016-08-22,2.7899891186071817
2016-08-23,2.0924918389553864
2016-08-24,2.7899891186071817
2016-08-25,2.7899891186071817
2016-08-26,2.7899891186071817
2016-08-27,3.487486398258977
2016-08-28,5.579978237214363
2016-08-29,2.7899891186071817
2016-08-30,2.7899891186071817
2016-08-31,2.7899891186071817
2016-09-01,2.7899891186071817
2016-09-02,2.7899891186071817
2016-09-03,3.487486398258977
2016-09-04,5.579978237214363
2016-09-05,2.7899891186071817
2016-09-06,2.7899891186071817
2016-09-07,2.0924918389553864
2016-09-08,2.7899891186071817
2016-09-09,2.7899891186071817
2016-09-10,3.487486398258977
2016-09-11,6.277475516866159
2016-09-12,2.7899891186071817
2016-09-13,2.7899891186071817
2016-09-14,2.7899891186071817
2016-09-15,2.7899891186071817
2016-09-16,2.7899891186071817
2016-09-17,4.184983677910773
2016-09-18,6.974972796517954
2016-09-19,4.184983677910773
2016-09-20,2.7899891186071817
2016-09-21,2.7899891186071817
2016-09-22,2.7899891186071817
2016-09-23,2.7899891186071817
2016-09-24,4.184983677910773
2016-09-25,8.369967355821545
2016-09-26,4.184983677910773
2016-09-27,3.487486398258977
2016-09-28,3.487486398258977
2016-09-29,4.184983677910773
2016-09-30,5.579978237214363
2016-10-01,10.731229597388467
2016-10-02,70.87486398258977
2016-10-03,35.286180631120786
2016-10-04,17.218715995647443
2016-10-05,9.882480957562567
2016-10-06,7.336235038084874
2016-10-07,6.638737758433079
2016-10-08,12.277475516866158
2016-10-09,63.58487486398259
2016-10-10,21.31120783460283
2016-10-11,16.869967355821544
2016-10-12,9.033732317736671
2016-10-13,6.9874863982589765
2016-10-14,6.638737758433079
2016-10-15,9.382480957562567
2016-10-16,64.43362350380849
2016-10-17,32.542437431991296
2016-10-18,16.021218715995648
2016-10-19,11.928726877040262
2016-10-20,11.579978237214362
2016-10-21,8.684983677910772
2016-10-22,12.277475516866158
2016-10-23,65.78237214363438
2016-10-24,25.054951033732316
2016-10-25,13.126224156692057
2016-10-26,8.184983677910772
2016-10-27,6.9874863982589765
2016-10-28,6.638737758433079
2016-10-29,9.882480957562567
2016-10-30,28.647442872687705
2016-10-31,9.033732317736671
2016-11-01,6.138737758433079
2016-11-02,5.0
2016-11-03,5.0
2016-11-04,7.0
2016-11-05,17.0
2016-11-06,52.0
2016-11-07,21.0
2016-11-08,16.0
2016-11-09,8.0
2016-11-10,5.0
2016-11-11,6.0
2016-11-12,14.0
2016-11-13,77.0
2016-11-14,26.0
2016-11-15,11.0
2016-11-16,6.0
2016-11-17,6.0
2016-11-18,5.0
2016-11-19,10.0
2016-11-20,38.0
2016-11-21,19.0
2016-11-22,10.0
2016-11-23,7.0
2016-11-24,10.0
2016-11-25,6.0
2016-11-26,7.0
2016-11-27,15.0
2016-11-28,5.0
2016-11-29,4.0
2016-11-30,4.0
2016-12-01,3.0
2016-12-02,4.0
2016-12-03,10.0
2016-12-04,35.0
2016-12-05,16.0
2016-12-06,8.0
2016-12-07,5.0
2016-12-08,5.0
2016-12-09,4.0
2016-12-10,6.0
2016-12-11,24.0
2016-12-12,10.0
2016-12-13,5.0
2016-12-14,5.0
2016-12-15,7.0
2016-12-16,4.0
2016-12-17,6.0
2016-12-18,31.0
2016-12-19,15.0
2016-12-20,7.0
2016-12-21,6.0
2016-12-22,6.0
2016-12-23,6.0
2016-12-24,7.0
2016-12-25,10.0
2016-12-26,5.0
2016-12-27,4.0
2016-12-28,4.0
2016-12-29,4.0
2016-12-30,4.0
2016-12-31,5.0
2017-01-01,9.0
2017-01-02,4.0
2017-01-03,5.0
2017-01-04,4.0
2017-01-05,9.0
2017-01-06,14.0
2017-01-07,10.0
2017-01-08,18.0
2017-01-09,6.0
2017-01-10,4.0
2017-01-11,4.0
2017-01-12,5.0
2017-01-13,5.0
2017-01-14,7.0
2017-01-15,34.0
2017-01-16,16.0
2017-01-17,9.0
2017-01-18,5.0
2017-01-19,5.0
2017-01-20,6.0
2017-01-21,9.0
2017-01-22,49.0
2017-01-23,18.0
2017-01-24,14.0
2017-01-25,7.0
2017-01-26,5.0
2017-01-27,6.0
2017-01-28,8.0
2017-01-29,31.0
2017-01-30,9.0
2017-01-31,5.0
2017-02-01,4.0
2017-02-02,3.0
2017-02-03,4.0
2017-02-04,7.0
2017-02-05,61.0
2017-02-06,29.0
2017-02-07,20.0
2017-02-08,11.0
2017-02-09,10.0
2017-02-10,10.0
2017-02-11,19.0
2017-02-12,100.0
2017-02-13,26.0
2017-02-14,12.0
2017-02-15,9.0
2017-02-16,6.0
2017-02-17,7.0
2017-02-18,13.0
2017-02-19,55.0
2017-02-20,16.0
2017-02-21,7.0
2017-02-22,5.0
2017-02-23,5.0
2017-02-24,5.0
2017-02-25,10.0
2017-02-26,32.0
2017-02-27,8.0
2017-02-28,5.0
2017-03-01,4.093699515347335
2017-03-02,3.861066235864297
2017-03-03,4.093699515347335
2017-03-04,8.920032310177707
2017-03-05,40.97172859450727
2017-03-06,13.246365105008078
2017-03-07,6.989499192245558
2017-03-08,4.093699515347335
2017-03-09,4.093699515347335
2017-03-10,4.093699515347335
2017-03-11,8.454765751211632
2017-03-12,32.51696284329564
2017-03-13,13.01373182552504
2017-03-14,6.989499192245558
2017-03-15,4.326332794830371
2017-03-16,4.326332794830371
2017-03-17,5.291599353796446
2017-03-18,8.68739903069467
2017-03-19,26.02746365105008
2017-03-20,6.75686591276252
2017-03-21,4.826332794830371
2017-03-22,4.093699515347335
2017-03-23,3.861066235864297
2017-03-24,3.861066235864297
2017-03-25,7.722132471728594
2017-03-26,23.364297253634895
2017-03-27,6.0242326332794836
2017-03-28,5.058966074313409
2017-03-29,3.861066235864297
2017-03-30,3.12843295638126
2017-03-31,3.861066235864297
2017-04-01,7.489499192245558
2017-04-02,18.145395799676898
2017-04-03,4.652665589660743
2017-04-04,3.25686591276252
2017-04-05,3.7221324717285946
2017-04-06,3.25686591276252
2017-04-07,4.187399030694669
2017-04-08,6.978998384491115
2017-04-09,27.450726978998386
2017-04-10,10.235864297253634
2017-04-11,5.583198707592892
2017-04-12,4.652665589660743
2017-04-13,4.652665589660743
2017-04-14,5.117932148626817
2017-04-15,9.770597738287561
2017-04-16,42.80452342487884
2017-04-17,15.819063004846527
2017-04-18,6.51373182552504
2017-04-19,4.652665589660743
2017-04-20,4.187399030694669
2017-04-21,3.7221324717285946
2017-04-22,5.583198707592892
2017-04-23,14.423263327948304
2017-04-24,4.652665589660743
2017-04-25,3.25686591276252
2017-04-26,3.25686591276252
2017-04-27,3.25686591276252
2017-04-28,3.25686591276252
2017-04-29,6.048465266558966
2017-04-30,14.423263327948304
2017-05-01,4.652665589660743
2017-05-02,2.791599353796446
2017-05-03,2.791599353796446
2017-05-04,2.791599353796446
2017-05-05,3.25686591276252
2017-05-06,5.583198707592892
2017-05-07,19.541195476575123
2017-05-08,6.978998384491115
2017-05-09,4.187399030694669
2017-05-10,3.7221324717285946
2017-05-11,4.187399030694669
2017-05-12,5.117932148626817
2017-05-13,9.305331179321486
2017-05-14,46.52665589660743
2017-05-15,14.888529886914379
2017-05-16,6.048465266558966
2017-05-17,4.652665589660743
2017-05-18,5.117932148626817
2017-05-19,4.187399030694669
2017-05-20,6.978998384491115
2017-05-21,30.242326332794832
2017-05-22,10.235864297253634
2017-05-23,5.117932148626817
2017-05-24,3.7221324717285946
2017-05-25,3.7221324717285946
2017-05-26,3.25686591276252
2017-05-27,4.187399030694669
2017-05-28,8.840064620355411
2017-05-29,4.187399030694669
2017-05-30,3.25686591276252
2017-05-31,3.25686591276252
2017-06-01,3.25686591276252
2017-06-02,2.791599353796446
2017-06-03,6.048465266558966
