date,suit
2016-05-01,81.80762927665583
2016-05-02,75.3002042205582
2016-05-03,73.44093991881603
2016-05-04,73.44093991881603
2016-05-05,73.44093991881603
2016-05-06,76.2298363714293
2016-05-07,82.73726142752692
2016-05-08,79.94836497491364
2016-05-09,76.2298363714293
2016-05-10,72.51130776794494
2016-05-11,72.51130776794494
2016-05-12,72.51130776794494
2016-05-13,74.37057206968711
2016-05-14,82.73726142752692
2016-05-15,82.73726142752692
2016-05-16,73.44093991881603
2016-05-17,73.44093991881603
2016-05-18,72.51130776794494
2016-05-19,72.51130776794494
2016-05-20,72.51130776794494
2016-05-21,82.73726142752692
2016-05-22,82.73726142752692
2016-05-23,74.37057206968711
2016-05-24,74.37057206968711
2016-05-25,75.3002042205582
2016-05-26,78.08910067317147
2016-05-27,77.15946852230039
2016-05-28,83.666893578398
2016-05-29,80.87799712578474
2016-05-30,76.2298363714293
2016-05-31,77.15946852230039
2016-06-01,76.2298363714293
2016-06-02,76.2298363714293
2016-06-03,73.44093991881603
2016-06-04,81.80762927665583
2016-06-05,81.80762927665583
2016-06-06,72.51130776794494
2016-06-07,72.51130776794494
2016-06-08,74.37057206968711
2016-06-09,75.3002042205582
2016-06-10,75.3002042205582
2016-06-11,79.01873282404256
2016-06-12,80.87799712578474
2016-06-13,72.51130776794494
2016-06-14,71.58167561707386
2016-06-15,73.44093991881603
2016-06-16,72.51130776794494
2016-06-17,72.51130776794494
2016-06-18,79.01873282404256
2016-06-19,79.94836497491364
2016-06-20,71.58167561707386
2016-06-21,74.37057206968711
2016-06-22,74.37057206968711
2016-06-23,75.3002042205582
2016-06-24,79.94836497491364
2016-06-25,88.31505433275345
2016-06-26,92.0335829362378
2016-06-27,81.80762927665583
2016-06-28,85.52615788014019
2016-06-29,85.52615788014019
2016-06-30,82.73726142752692
2016-07-01,80.87799712578474
2016-07-02,92.96321508710889
2016-07-03,91.10395078536672
2016-07-04,80.87799712578474
2016-07-05,80.87799712578474
2016-07-06,82.73726142752692
2016-07-07,83.666893578398
2016-07-08,77.15946852230039
2016-07-09,88.31505433275345
2016-07-10,87.38542218188236
2016-07-11,77.15946852230039
2016-07-12,77.15946852230039
2016-07-13,80.87799712578474
2016-07-14,79.01873282404256
2016-07-15,77.15946852230039
2016-07-16,88.31505433275345
2016-07-17,87.38542218188236
2016-07-18,77.15946852230039
2016-07-19,76.2298363714293
2016-07-20,75.3002042205582
2016-07-21,76.2298363714293
2016-07-22,74.37057206968711
2016-07-23,84.59652572926909
2016-07-24,90.17431863449563
2016-07-25,78.08910067317147
2016-07-26,74.37057206968711
2016-07-27,77.15946852230039
2016-07-28,76.2298363714293
2016-07-29,79.01873282404256
2016-07-30,84.59652572926909
2016-07-31,83.666893578398
2016-08-01,73.44093991881603
2016-08-02,73.44093991881603
2016-08-03,73.44093991881603
2016-08-04,73.44093991881603
2016-08-05,72.51130776794494
2016-08-06,76.2298363714293
2016-08-07,78.08910067317147
2016-08-08,69.72241131533167
2016-08-09,71.58167561707386
2016-08-10,71.58167561707386
2016-08-11,71.58167561707386
2016-08-12,71.58167561707386
2016-08-13,79.94836497491364
2016-08-14,79.94836497491364
2016-08-15,74.37057206968711
2016-08-16,78.08910067317147
2016-08-17,70.65204346620276
2016-08-18,70.65204346620276
2016-08-19,71.58167561707386
2016-08-20,79.94836497491364
2016-08-21,80.87799712578474
2016-08-22,69.72241131533167
2016-08-23,72.51130776794494
2016-08-24,67.8631470135895
2016-08-25,70.65204346620276
2016-08-26,70.65204346620276
2016-08-27,79.01873282404256
2016-08-28,79.01873282404256
2016-08-29,69.72241131533167
2016-08-30,69.72241131533167
2016-08-31,67.8631470135895
2016-09-01,70.65204346620276
2016-09-02,68.79277916446058
2016-09-03,79.94836497491364
2016-09-04,78.08910067317147
2016-09-05,69.72241131533167
2016-09-06,66.93351486271841
2016-09-07,66.93351486271841
2016-09-08,68.79277916446058
2016-09-09,68.79277916446058
2016-09-10,80.87799712578474
2016-09-11,79.01873282404256
2016-09-12,73.44093991881603
2016-09-13,69.72241131533167
2016-09-14,67.8631470135895
2016-09-15,73.44093991881603
2016-09-16,71.58167561707386
2016-09-17,79.01873282404256
2016-09-18,80.87799712578474
2016-09-19,70.65204346620276
2016-09-20,67.8631470135895
2016-09-21,69.72241131533167
2016-09-22,69.72241131533167
2016-09-23,71.58167561707386
2016-09-24,78.08910067317147
2016-09-25,79.01873282404256
2016-09-26,71.58167561707386
2016-09-27,74.37057206968711
2016-09-28,71.58167561707386
2016-09-29,71.58167561707386
2016-09-30,71.58167561707386
2016-10-01,81.62275924665305
2016-10-02,77.97289665431259
2016-10-03,73.42773491667297
2016-10-04,75.2526662128432
2016-10-05,72.9800853440234
2016-10-06,73.87538448932254
2016-10-07,73.89255099210851
2016-10-08,84.84213876912992
2016-10-09,83.46485704560926
2016-10-10,78.4548792325341
2016-10-11,76.6127814335779
2016-10-12,80.26264402591838
2016-10-13,77.07759750901344
2016-10-14,77.07759750901344
2016-10-15,85.73743791442907
2016-10-16,87.5623692105993
2016-10-17,76.14796535814234
2016-10-18,74.80501664019364
2016-10-19,74.34020056475809
2016-10-20,79.35017837783325
2016-10-21,77.99006315709856
2016-10-22,84.37732269369437
2016-10-23,86.2022539898646
2016-10-24,77.54241358444898
2016-10-25,77.99006315709856
2016-10-26,77.52524708166301
2016-10-27,77.99006315709856
2016-10-28,77.52524708166301
2016-10-29,85.75460441721503
2016-10-30,79.83216095605476
2016-10-31,78.88536230239771
2016-11-01,74.78785013740766
2016-11-02,69.83333333333333
2016-11-03,70.72863247863248
2016-11-04,71.62393162393163
2016-11-05,78.78632478632478
2016-11-06,78.78632478632478
2016-11-07,71.62393162393163
2016-11-08,73.41452991452992
2016-11-09,59.98504273504273
2016-11-10,69.83333333333333
2016-11-11,70.72863247863248
2016-11-12,78.78632478632478
2016-11-13,80.57692307692308
2016-11-14,69.83333333333333
2016-11-15,74.30982905982907
2016-11-16,70.72863247863248
2016-11-17,71.62393162393163
2016-11-18,72.51923076923076
2016-11-19,78.78632478632478
2016-11-20,82.36752136752136
2016-11-21,72.51923076923076
2016-11-22,71.62393162393163
2016-11-23,68.9380341880342
2016-11-24,69.83333333333333
2016-11-25,75.2051282051282
2016-11-26,81.47222222222223
2016-11-27,80.57692307692308
2016-11-28,73.41452991452992
2016-11-29,74.30982905982907
2016-11-30,75.2051282051282
2016-12-01,73.41452991452992
2016-12-02,76.10042735042735
2016-12-03,79.68162393162393
2016-12-04,81.47222222222223
2016-12-05,75.2051282051282
2016-12-06,73.41452991452992
2016-12-07,74.30982905982907
2016-12-08,78.78632478632478
2016-12-09,76.99572649572649
2016-12-10,80.57692307692308
2016-12-11,83.26282051282051
2016-12-12,75.2051282051282
2016-12-13,72.51923076923076
2016-12-14,73.41452991452992
2016-12-15,73.41452991452992
2016-12-16,76.10042735042735
2016-12-17,78.78632478632478
2016-12-18,77.89102564102564
2016-12-19,71.62393162393163
2016-12-20,70.72863247863248
2016-12-21,70.72863247863248
2016-12-22,70.72863247863248
2016-12-23,70.72863247863248
2016-12-24,76.10042735042735
2016-12-25,72.51923076923076
2016-12-26,74.30982905982907
2016-12-27,74.30982905982907
2016-12-28,72.51923076923076
2016-12-29,73.41452991452992
2016-12-30,76.99572649572649
2016-12-31,77.89102564102564
2017-01-01,72.51923076923076
2017-01-02,72.51923076923076
2017-01-03,71.62393162393163
2017-01-04,71.62393162393163
2017-01-05,75.2051282051282
2017-01-06,75.2051282051282
2017-01-07,80.57692307692308
2017-01-08,84.15811965811965
2017-01-09,73.41452991452992
2017-01-10,73.41452991452992
2017-01-11,72.51923076923076
2017-01-12,72.51923076923076
2017-01-13,71.62393162393163
2017-01-14,80.57692307692308
2017-01-15,85.94871794871796
2017-01-16,73.41452991452992
2017-01-17,74.30982905982907
2017-01-18,75.2051282051282
2017-01-19,73.41452991452992
2017-01-20,76.10042735042735
2017-01-21,85.94871794871796
2017-01-22,86.84401709401709
2017-01-23,77.89102564102564
2017-01-24,76.10042735042735
2017-01-25,76.10042735042735
2017-01-26,77.89102564102564
2017-01-27,77.89102564102564
2017-01-28,85.05341880341881
2017-01-29,85.94871794871796
2017-01-30,75.2051282051282
2017-01-31,73.41452991452992
2017-02-01,75.2051282051282
2017-02-02,74.30982905982907
2017-02-03,77.89102564102564
2017-02-04,84.15811965811965
2017-02-05,85.05341880341881
2017-02-06,74.30982905982907
2017-02-07,76.10042735042735
2017-02-08,76.10042735042735
2017-02-09,76.99572649572649
2017-02-10,75.2051282051282
2017-02-11,85.05341880341881
2017-02-12,86.84401709401709
2017-02-13,73.41452991452992
2017-02-14,68.9380341880342
2017-02-15,74.30982905982907
2017-02-16,76.10042735042735
2017-02-17,76.10042735042735
2017-02-18,85.94871794871796
2017-02-19,88.63461538461539
2017-02-20,77.89102564102564
2017-02-21,76.10042735042735
2017-02-22,76.10042735042735
2017-02-23,76.99572649572649
2017-02-24,75.2051282051282
2017-02-25,89.52991452991452
2017-02-26,86.84401709401709
2017-02-27,78.78632478632478
2017-02-28,76.10042735042735
2017-03-01,74.15491452991454
2017-03-02,75.99786324786325
2017-03-03,74.15491452991454
2017-03-04,84.57905982905982
2017-03-05,87.42200854700855
2017-03-06,77.94551282051282
2017-03-07,76.94551282051282
2017-03-08,74.1025641025641
2017-03-09,74.15491452991454
2017-03-10,74.65491452991454
2017-03-11,83.57905982905982
2017-03-12,85.07905982905982
2017-03-13,75.1025641025641
2017-03-14,76.1025641025641
2017-03-15,76.1025641025641
2017-03-16,74.1025641025641
2017-03-17,75.1025641025641
2017-03-18,83.13141025641025
2017-03-19,86.52670940170941
2017-03-20,76.99786324786325
2017-03-21,76.05021367521368
2017-03-22,74.15491452991454
2017-03-23,75.55021367521368
2017-03-24,77.94551282051282
2017-03-25,86.02670940170941
2017-03-26,88.3173076923077
2017-03-27,76.05021367521368
2017-03-28,76.44551282051282
2017-03-29,79.89316239316238
2017-03-30,77.94551282051282
2017-03-31,76.49786324786325
2017-04-01,83.18376068376068
2017-04-02,88.0
2017-04-03,79.0
2017-04-04,77.0
2017-04-05,76.0
2017-04-06,79.0
2017-04-07,76.0
2017-04-08,87.0
2017-04-09,91.0
2017-04-10,77.0
2017-04-11,76.0
2017-04-12,83.0
2017-04-13,80.0
2017-04-14,88.0
2017-04-15,92.0
2017-04-16,94.0
2017-04-17,86.0
2017-04-18,82.0
2017-04-19,86.0
2017-04-20,85.0
2017-04-21,88.0
2017-04-22,97.0
2017-04-23,98.0
2017-04-24,89.0
2017-04-25,87.0
2017-04-26,84.0
2017-04-27,85.0
2017-04-28,87.0
2017-04-29,97.0
2017-04-30,100.0
2017-05-01,94.0
2017-05-02,87.0
2017-05-03,91.0
2017-05-04,90.0
2017-05-05,88.0
2017-05-06,96.0
2017-05-07,99.0
2017-05-08,85.0
2017-05-09,85.0
2017-05-10,83.0
2017-05-11,83.0
2017-05-12,84.0
2017-05-13,93.0
2017-05-14,93.0
2017-05-15,84.0
2017-05-16,85.0
2017-05-17,82.0
2017-05-18,88.0
2017-05-19,87.0
2017-05-20,97.0
2017-05-21,99.0
2017-05-22,87.0
2017-05-23,84.0
2017-05-24,85.0
2017-05-25,86.0
2017-05-26,85.0
2017-05-27,90.0
2017-05-28,90.0
2017-05-29,86.0
2017-05-30,85.0
2017-05-31,80.0
2017-06-01,83.0
2017-06-02,84.0
2017-06-03,92.0
