date,trump criminal
2016-05-01,2.7106782106782106
2016-05-02,1.4595959595959596
2016-05-03,2.502164502164502
2016-05-04,7.923520923520924
2016-05-05,7.5064935064935066
2016-05-06,4.378787878787879
2016-05-07,3.5447330447330447
2016-05-08,5.004329004329004
2016-05-09,2.2936507936507935
2016-05-10,3.336219336219336
2016-05-11,3.7532467532467533
2016-05-12,8.34054834054834
2016-05-13,5.838383838383838
2016-05-14,2.2936507936507935
2016-05-15,2.7106782106782106
2016-05-16,4.795815295815296
2016-05-17,1.0425685425685425
2016-05-18,3.7532467532467533
2016-05-19,3.7532467532467533
2016-05-20,1.8766233766233766
2016-05-21,1.8766233766233766
2016-05-22,3.1277056277056277
2016-05-23,0.834054834054834
2016-05-24,1.8766233766233766
2016-05-25,1.8766233766233766
2016-05-26,1.8766233766233766
2016-05-27,3.1277056277056277
2016-05-28,1.251082251082251
2016-05-29,2.2936507936507935
2016-05-30,1.4595959595959596
2016-05-31,3.336219336219336
2016-06-01,4.17027417027417
2016-06-02,2.2936507936507935
2016-06-03,5.212842712842713
2016-06-04,4.587301587301587
2016-06-05,0.834054834054834
2016-06-06,2.2936507936507935
2016-06-07,2.7106782106782106
2016-06-08,6.8809523809523805
2016-06-09,5.838383838383838
2016-06-10,18.349206349206348
2016-06-11,20.851370851370852
2016-06-12,11.885281385281385
2016-06-13,3.336219336219336
2016-06-14,2.7106782106782106
2016-06-15,2.919191919191919
2016-06-16,2.7106782106782106
2016-06-17,5.62987012987013
2016-06-18,4.17027417027417
2016-06-19,1.8766233766233766
2016-06-20,4.795815295815296
2016-06-21,1.8766233766233766
2016-06-22,3.1277056277056277
2016-06-23,3.1277056277056277
2016-06-24,2.2936507936507935
2016-06-25,3.1277056277056277
2016-06-26,2.7106782106782106
2016-06-27,2.2936507936507935
2016-06-28,2.7106782106782106
2016-06-29,0.834054834054834
2016-06-30,1.8766233766233766
2016-07-01,3.961760461760462
2016-07-02,3.1277056277056277
2016-07-03,4.587301587301587
2016-07-04,2.085137085137085
2016-07-05,4.378787878787879
2016-07-06,9.174603174603174
2016-07-07,6.672438672438672
2016-07-08,3.336219336219336
2016-07-09,2.7106782106782106
2016-07-10,2.2936507936507935
2016-07-11,1.8766233766233766
2016-07-12,3.336219336219336
2016-07-13,2.7106782106782106
2016-07-14,4.378787878787879
2016-07-15,2.085137085137085
2016-07-16,3.1277056277056277
2016-07-17,6.463924963924964
2016-07-18,1.4595959595959596
2016-07-19,5.838383838383838
2016-07-20,12.093795093795094
2016-07-21,7.5064935064935066
2016-07-22,9.591630591630592
2016-07-23,6.8809523809523805
2016-07-24,2.2936507936507935
2016-07-25,3.1277056277056277
2016-07-26,6.8809523809523805
2016-07-27,8.54906204906205
2016-07-28,10.634199134199134
2016-07-29,7.715007215007215
2016-07-30,3.7532467532467533
2016-07-31,3.7532467532467533
2016-08-01,5.421356421356421
2016-08-02,5.838383838383838
2016-08-03,2.7106782106782106
2016-08-04,4.795815295815296
2016-08-05,5.62987012987013
2016-08-06,4.587301587301587
2016-08-07,3.7532467532467533
2016-08-08,3.1277056277056277
2016-08-09,1.251082251082251
2016-08-10,4.587301587301587
2016-08-11,3.1277056277056277
2016-08-12,8.966089466089466
2016-08-13,5.004329004329004
2016-08-14,2.7106782106782106
2016-08-15,3.5447330447330447
2016-08-16,2.7106782106782106
2016-08-17,3.5447330447330447
2016-08-18,2.7106782106782106
2016-08-19,4.795815295815296
2016-08-20,4.795815295815296
2016-08-21,3.5447330447330447
2016-08-22,3.1277056277056277
2016-08-23,4.587301587301587
2016-08-24,3.1277056277056277
2016-08-25,4.587301587301587
2016-08-26,3.1277056277056277
2016-08-27,2.2936507936507935
2016-08-28,1.8766233766233766
2016-08-29,2.919191919191919
2016-08-30,4.378787878787879
2016-08-31,2.7106782106782106
2016-09-01,8.34054834054834
2016-09-02,3.1277056277056277
2016-09-03,4.795815295815296
2016-09-04,2.2936507936507935
2016-09-05,2.7106782106782106
2016-09-06,3.7532467532467533
2016-09-07,2.2936507936507935
2016-09-08,4.587301587301587
2016-09-09,2.7106782106782106
2016-09-10,3.5447330447330447
2016-09-11,1.251082251082251
2016-09-12,3.7532467532467533
2016-09-13,4.17027417027417
2016-09-14,4.17027417027417
2016-09-15,7.715007215007215
2016-09-16,5.004329004329004
2016-09-17,1.668109668109668
2016-09-18,1.251082251082251
2016-09-19,2.502164502164502
2016-09-20,3.5447330447330447
2016-09-21,2.919191919191919
2016-09-22,4.795815295815296
2016-09-23,5.838383838383838
2016-09-24,3.336219336219336
2016-09-25,3.336219336219336
2016-09-26,4.378787878787879
2016-09-27,13.344877344877345
2016-09-28,12.093795093795094
2016-09-29,10.217171717171716
2016-09-30,8.757575757575758
2016-10-01,5.127705627705628
2016-10-02,6.210678210678211
2016-10-03,7.983044733044733
2016-10-04,5.272366522366522
2016-10-05,4.919191919191919
2016-10-06,4.480880230880231
2016-10-07,4.5851370851370845
2016-10-08,9.274531024531026
2016-10-09,8.066017316017316
2016-10-10,17.404401154401157
2016-10-11,12.35966810966811
2016-10-12,8.274531024531026
2016-10-13,11.35966810966811
2016-10-14,10.108585858585858
2016-10-15,8.961760461760463
2016-10-16,7.753246753246753
2016-10-17,9.483044733044732
2016-10-18,8.753246753246753
2016-10-19,7.753246753246753
2016-10-20,13.797979797979798
2016-10-21,9.504329004329005
2016-10-22,2.4595959595959593
2016-10-23,5.876623376623376
2016-10-24,6.731962481962482
2016-10-25,7.231962481962482
2016-10-26,9.087301587301587
2016-10-27,5.0021645021645025
2016-10-28,9.40007215007215
2016-10-29,12.985209235209236
2016-10-30,13.297979797979798
2016-10-31,19.09163059163059
2016-11-01,16.402236652236653
2016-11-02,16.0
2016-11-03,18.0
2016-11-04,16.0
2016-11-05,13.0
2016-11-06,17.0
2016-11-07,18.0
2016-11-08,28.0
2016-11-09,100.0
2016-11-10,59.0
2016-11-11,37.0
2016-11-12,24.0
2016-11-13,26.0
2016-11-14,21.0
2016-11-15,16.0
2016-11-16,13.0
2016-11-17,16.0
2016-11-18,11.0
2016-11-19,8.0
2016-11-20,6.0
2016-11-21,6.0
2016-11-22,9.0
2016-11-23,5.0
2016-11-24,3.0
2016-11-25,4.0
2016-11-26,4.0
2016-11-27,3.0
2016-11-28,6.0
2016-11-29,3.0
2016-11-30,5.0
2016-12-01,4.0
2016-12-02,4.0
2016-12-03,4.0
2016-12-04,4.0
2016-12-05,4.0
2016-12-06,3.0
2016-12-07,4.0
2016-12-08,4.0
2016-12-09,2.0
2016-12-10,3.0
2016-12-11,4.0
2016-12-12,3.0
2016-12-13,2.0
2016-12-14,3.0
2016-12-15,4.0
2016-12-16,2.0
2016-12-17,2.0
2016-12-18,7.0
2016-12-19,2.0
2016-12-20,2.0
2016-12-21,4.0
2016-12-22,4.0
2016-12-23,2.0
2016-12-24,3.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,2.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,2.0
2017-01-01,2.0
2017-01-02,2.0
2017-01-03,2.0
2017-01-04,4.0
2017-01-05,3.0
2017-01-06,4.0
2017-01-07,3.0
2017-01-08,2.0
2017-01-09,4.0
2017-01-10,6.0
2017-01-11,10.0
2017-01-12,8.0
2017-01-13,5.0
2017-01-14,4.0
2017-01-15,4.0
2017-01-16,4.0
2017-01-17,6.0
2017-01-18,2.0
2017-01-19,7.0
2017-01-20,15.0
2017-01-21,10.0
2017-01-22,7.0
2017-01-23,8.0
2017-01-24,11.0
2017-01-25,10.0
2017-01-26,14.0
2017-01-27,19.0
2017-01-28,9.0
2017-01-29,12.0
2017-01-30,12.0
2017-01-31,8.0
2017-02-01,8.0
2017-02-02,10.0
2017-02-03,9.0
2017-02-04,6.0
2017-02-05,6.0
2017-02-06,3.0
2017-02-07,6.0
2017-02-08,6.0
2017-02-09,8.0
2017-02-10,6.0
2017-02-11,11.0
2017-02-12,7.0
2017-02-13,3.0
2017-02-14,9.0
2017-02-15,8.0
2017-02-16,7.0
2017-02-17,8.0
2017-02-18,5.0
2017-02-19,6.0
2017-02-20,5.0
2017-02-21,9.0
2017-02-22,5.0
2017-02-23,9.0
2017-02-24,6.0
2017-02-25,4.0
2017-02-26,4.0
2017-02-27,3.0
2017-02-28,5.0
2017-03-01,8.979674796747968
2017-03-02,6.036585365853659
2017-03-03,4.386178861788618
2017-03-04,3.678861788617886
2017-03-05,4.357723577235772
2017-03-06,6.272357723577236
2017-03-07,3.1504065040650406
2017-03-08,3.6219512195121952
2017-03-09,5.182926829268293
2017-03-10,4.121951219512195
2017-03-11,3.5040650406504064
2017-03-12,3.8577235772357725
2017-03-13,2.7073170731707314
2017-03-14,3.7682926829268295
2017-03-15,4.475609756097561
2017-03-16,4.621951219512195
2017-03-17,1.5
2017-03-18,1.8252032520325203
2017-03-19,4.004065040650406
2017-03-20,6.682926829268293
2017-03-21,9.040650406504065
2017-03-22,5.711382113821138
2017-03-23,8.390243902439025
2017-03-24,5.300813008130081
2017-03-25,4.150406504065041
2017-03-26,2.3252032520325203
2017-03-27,2.9146341463414633
2017-03-28,3.4146341463414633
2017-03-29,4.475609756097561
2017-03-30,5.800813008130081
2017-03-31,3.386178861788618
2017-04-01,3.3536585365853657
2017-04-02,3.3008130081300813
2017-04-03,2.8292682926829267
2017-04-04,3.5365853658536586
2017-04-05,4.951219512195122
2017-04-06,3.5365853658536586
2017-04-07,4.479674796747967
2017-04-08,1.6504065040650406
2017-04-09,5.1869918699187
2017-04-10,2.8292682926829267
2017-04-11,4.2439024390243905
2017-04-12,2.8292682926829267
2017-04-13,3.772357723577236
2017-04-14,4.951219512195122
2017-04-15,1.6504065040650406
2017-04-16,7.780487804878049
2017-04-17,0.7073170731707317
2017-04-18,3.5365853658536586
2017-04-19,2.8292682926829267
2017-04-20,2.1219512195121952
2017-04-21,2.1219512195121952
2017-04-22,3.3008130081300813
2017-04-23,1.6504065040650406
2017-04-24,0.7073170731707317
2017-04-25,4.951219512195122
2017-04-26,1.4146341463414633
2017-04-27,3.5365853658536586
2017-04-28,3.772357723577236
2017-04-29,0.943089430894309
2017-04-30,2.59349593495935
2017-05-01,5.4227642276422765
2017-05-02,3.5365853658536586
2017-05-03,2.8292682926829267
2017-05-04,2.1219512195121952
2017-05-05,5.1869918699187
2017-05-06,2.59349593495935
2017-05-07,0.0
2017-05-08,2.8292682926829267
2017-05-09,2.8292682926829267
2017-05-10,5.658536585365853
2017-05-11,4.951219512195122
2017-05-12,5.894308943089431
2017-05-13,4.951219512195122
2017-05-14,4.2439024390243905
2017-05-15,4.951219512195122
2017-05-16,4.951219512195122
2017-05-17,5.658536585365853
2017-05-18,17.91869918699187
2017-05-19,23.577235772357724
2017-05-20,9.195121951219512
2017-05-21,4.2439024390243905
2017-05-22,7.073170731707317
2017-05-23,4.951219512195122
2017-05-24,6.365853658536586
2017-05-25,1.4146341463414633
2017-05-26,2.3577235772357725
2017-05-27,7.780487804878049
2017-05-28,0.943089430894309
2017-05-29,3.065040650406504
2017-05-30,2.8292682926829267
2017-05-31,3.5365853658536586
2017-06-01,5.894308943089431
2017-06-02,4.479674796747967
2017-06-03,2.59349593495935
