date,trump depressed
2016-05-01,0.0
2016-05-02,3.8029850746268656
2016-05-03,0.0
2016-05-04,7.424875621890547
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,4.527363184079602
2016-05-08,4.3462686567164175
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,5.613930348258706
2016-05-13,0.0
2016-05-14,4.3462686567164175
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,3.8029850746268656
2016-05-20,0.0
2016-05-21,4.3462686567164175
2016-05-22,4.3462686567164175
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,7.605970149253731
2016-05-26,3.9840796019900497
2016-05-27,5.976119402985074
2016-05-28,4.527363184079602
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,3.6218905472636815
2016-06-01,3.8029850746268656
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,4.3462686567164175
2016-06-06,3.8029850746268656
2016-06-07,3.6218905472636815
2016-06-08,0.0
2016-06-09,0.0
2016-06-10,0.0
2016-06-11,4.3462686567164175
2016-06-12,4.3462686567164175
2016-06-13,3.6218905472636815
2016-06-14,3.8029850746268656
2016-06-15,0.0
2016-06-16,3.8029850746268656
2016-06-17,0.0
2016-06-18,4.527363184079602
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,3.8029850746268656
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,3.9840796019900497
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,5.613930348258706
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,3.9840796019900497
2016-07-05,7.787064676616915
2016-07-06,3.9840796019900497
2016-07-07,3.9840796019900497
2016-07-08,3.9840796019900497
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,3.8029850746268656
2016-07-12,0.0
2016-07-13,3.8029850746268656
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,4.527363184079602
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,11.59004975124378
2016-07-20,3.8029850746268656
2016-07-21,0.0
2016-07-22,3.9840796019900497
2016-07-23,0.0
2016-07-24,18.109452736318406
2016-07-25,0.0
2016-07-26,3.8029850746268656
2016-07-27,0.0
2016-07-28,3.8029850746268656
2016-07-29,7.9681592039800995
2016-07-30,4.527363184079602
2016-07-31,9.054726368159203
2016-08-01,3.8029850746268656
2016-08-02,0.0
2016-08-03,3.8029850746268656
2016-08-04,3.8029850746268656
2016-08-05,0.0
2016-08-06,4.527363184079602
2016-08-07,4.527363184079602
2016-08-08,5.79502487562189
2016-08-09,11.408955223880596
2016-08-10,7.605970149253731
2016-08-11,3.9840796019900497
2016-08-12,3.9840796019900497
2016-08-13,0.0
2016-08-14,13.582089552238806
2016-08-15,3.9840796019900497
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,3.8029850746268656
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,3.9840796019900497
2016-08-27,4.3462686567164175
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,3.8029850746268656
2016-09-01,3.6218905472636815
2016-09-02,0.0
2016-09-03,4.3462686567164175
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,3.8029850746268656
2016-09-08,3.8029850746268656
2016-09-09,7.605970149253731
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,3.8029850746268656
2016-09-13,5.432835820895522
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,5.79502487562189
2016-09-17,4.165174129353233
2016-09-18,4.165174129353233
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,0.0
2016-09-23,0.0
2016-09-24,0.0
2016-09-25,4.165174129353233
2016-09-26,3.6218905472636815
2016-09-27,8.873631840796019
2016-09-28,5.432835820895522
2016-09-29,3.6218905472636815
2016-09-30,3.8029850746268656
2016-10-01,4.582587064676616
2016-10-02,3.992039800995025
2016-10-03,6.531343283582089
2016-10-04,1.7203980099502487
2016-10-05,3.810945273631841
2016-10-06,1.8109452736318408
2016-10-07,3.810945273631841
2016-10-08,5.669154228855721
2016-10-09,4.165174129353233
2016-10-10,11.432835820895523
2016-10-11,7.531343283582089
2016-10-12,9.621890547263682
2016-10-13,5.7164179104477615
2016-10-14,6.712437810945273
2016-10-15,8.665174129353233
2016-10-16,6.582587064676616
2016-10-17,5.531343283582089
2016-10-18,3.810945273631841
2016-10-19,3.810945273631841
2016-10-20,3.720398009950249
2016-10-21,7.523383084577114
2016-10-22,9.661194029850746
2016-10-23,6.582587064676616
2016-10-24,4.6258706467661685
2016-10-25,8.531343283582089
2016-10-26,6.6258706467661685
2016-10-27,4.810945273631841
2016-10-28,3.810945273631841
2016-10-29,2.5
2016-10-30,8.665174129353233
2016-10-31,3.810945273631841
2016-11-01,5.621890547263682
2016-11-02,0.0
2016-11-03,8.0
2016-11-04,4.0
2016-11-05,11.0
2016-11-06,7.0
2016-11-07,4.0
2016-11-08,9.0
2016-11-09,100.0
2016-11-10,76.0
2016-11-11,24.0
2016-11-12,29.0
2016-11-13,24.0
2016-11-14,11.0
2016-11-15,15.0
2016-11-16,10.0
2016-11-17,4.0
2016-11-18,4.0
2016-11-19,9.0
2016-11-20,15.0
2016-11-21,8.0
2016-11-22,8.0
2016-11-23,4.0
2016-11-24,4.0
2016-11-25,0.0
2016-11-26,4.0
2016-11-27,0.0
2016-11-28,6.0
2016-11-29,4.0
2016-11-30,8.0
2016-12-01,8.0
2016-12-02,10.0
2016-12-03,9.0
2016-12-04,7.0
2016-12-05,0.0
2016-12-06,6.0
2016-12-07,6.0
2016-12-08,8.0
2016-12-09,8.0
2016-12-10,5.0
2016-12-11,0.0
2016-12-12,4.0
2016-12-13,11.0
2016-12-14,4.0
2016-12-15,0.0
2016-12-16,4.0
2016-12-17,0.0
2016-12-18,11.0
2016-12-19,4.0
2016-12-20,4.0
2016-12-21,8.0
2016-12-22,6.0
2016-12-23,6.0
2016-12-24,5.0
2016-12-25,0.0
2016-12-26,4.0
2016-12-27,4.0
2016-12-28,6.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,5.0
2017-01-01,10.0
2017-01-02,8.0
2017-01-03,6.0
2017-01-04,0.0
2017-01-05,4.0
2017-01-06,0.0
2017-01-07,7.0
2017-01-08,0.0
2017-01-09,6.0
2017-01-10,0.0
2017-01-11,11.0
2017-01-12,6.0
2017-01-13,6.0
2017-01-14,9.0
2017-01-15,4.0
2017-01-16,4.0
2017-01-17,9.0
2017-01-18,9.0
2017-01-19,13.0
2017-01-20,17.0
2017-01-21,17.0
2017-01-22,17.0
2017-01-23,18.0
2017-01-24,20.0
2017-01-25,20.0
2017-01-26,21.0
2017-01-27,4.0
2017-01-28,22.0
2017-01-29,13.0
2017-01-30,24.0
2017-01-31,11.0
2017-02-01,15.0
2017-02-02,15.0
2017-02-03,8.0
2017-02-04,11.0
2017-02-05,6.0
2017-02-06,4.0
2017-02-07,5.0
2017-02-08,4.0
2017-02-09,4.0
2017-02-10,10.0
2017-02-11,15.0
2017-02-12,13.0
2017-02-13,11.0
2017-02-14,6.0
2017-02-15,4.0
2017-02-16,4.0
2017-02-17,8.0
2017-02-18,6.0
2017-02-19,6.0
2017-02-20,7.0
2017-02-21,4.0
2017-02-22,4.0
2017-02-23,11.0
2017-02-24,12.0
2017-02-25,9.0
2017-02-26,4.0
2017-02-27,7.0
2017-02-28,4.0
2017-03-01,10.964316423043853
2017-03-02,4.865864144453998
2017-03-03,4.865434221840069
2017-03-04,6.132416165090284
2017-03-05,2.065778159931212
2017-03-06,5.665090283748925
2017-03-07,7.299226139294927
2017-03-08,2.0
2017-03-09,3.5
2017-03-10,3.93250214961307
2017-03-11,8.264832330180568
2017-03-12,5.132416165090284
2017-03-13,5.665090283748925
2017-03-14,6.232158211521926
2017-03-15,1.8658641444539983
2017-03-16,3.7317282889079966
2017-03-17,3.93250214961307
2017-03-18,6.132416165090284
2017-03-19,4.132416165090284
2017-03-20,11.030954428202923
2017-03-21,7.464316423043853
2017-03-22,2.0
2017-03-23,3.8658641444539983
2017-03-24,0.0
2017-03-25,5.699054170249355
2017-03-26,6.265262252794497
2017-03-27,3.7992261392949267
2017-03-28,1.799226139294927
2017-03-29,1.8658641444539983
2017-03-30,5.93250214961307
2017-03-31,0.0
2017-04-01,8.89767841788478
2017-04-02,4.398108340498711
2017-04-03,7.463456577815993
2017-04-04,7.463456577815993
2017-04-05,0.0
2017-04-06,3.8650042992261393
2017-04-07,0.0
2017-04-08,8.796216680997421
2017-04-09,4.531384350816853
2017-04-10,3.8650042992261393
2017-04-11,0.0
2017-04-12,3.8650042992261393
2017-04-13,3.998280309544282
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,7.463456577815993
2017-04-19,0.0
2017-04-20,5.730868443680137
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,3.7317282889079966
2017-04-25,3.7317282889079966
2017-04-26,3.7317282889079966
2017-04-27,3.7317282889079966
2017-04-28,0.0
2017-04-29,8.796216680997421
2017-04-30,9.062768701633706
2017-05-01,8.129836629406707
2017-05-02,0.0
2017-05-03,3.7317282889079966
2017-05-04,5.597592433361995
2017-05-05,3.8650042992261393
2017-05-06,8.796216680997421
2017-05-07,8.662940670679278
2017-05-08,7.463456577815993
2017-05-09,7.463456577815993
2017-05-10,3.7317282889079966
2017-05-11,3.7317282889079966
2017-05-12,3.8650042992261393
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,3.7317282889079966
2017-05-16,3.7317282889079966
2017-05-17,7.463456577815993
2017-05-18,0.0
2017-05-19,3.8650042992261393
2017-05-20,4.398108340498711
2017-05-21,13.327601031814273
2017-05-22,0.0
2017-05-23,3.7317282889079966
2017-05-24,0.0
2017-05-25,3.998280309544282
2017-05-26,3.998280309544282
2017-05-27,11.461736887360274
2017-05-28,4.664660361134995
2017-05-29,3.998280309544282
2017-05-30,7.596732588134136
2017-05-31,5.730868443680137
2017-06-01,5.730868443680137
2017-06-02,11.994840928632847
2017-06-03,4.531384350816853
