date,trump scam
2016-05-01,3.6115942028985506
2016-05-02,4.901449275362319
2016-05-03,3.0956521739130434
2016-05-04,11.092753623188406
2016-05-05,8.255072463768116
2016-05-06,5.159420289855072
2016-05-07,1.8057971014492753
2016-05-08,3.869565217391304
2016-05-09,6.44927536231884
2016-05-10,0.0
2016-05-11,7.739130434782608
2016-05-12,6.44927536231884
2016-05-13,3.353623188405797
2016-05-14,1.8057971014492753
2016-05-15,3.6115942028985506
2016-05-16,1.5478260869565217
2016-05-17,3.0956521739130434
2016-05-18,7.739130434782608
2016-05-19,3.0956521739130434
2016-05-20,1.5478260869565217
2016-05-21,1.8057971014492753
2016-05-22,3.869565217391304
2016-05-23,3.0956521739130434
2016-05-24,0.0
2016-05-25,1.5478260869565217
2016-05-26,11.608695652173912
2016-05-27,5.159420289855072
2016-05-28,3.869565217391304
2016-05-29,0.0
2016-05-30,4.901449275362319
2016-05-31,11.092753623188406
2016-06-01,9.544927536231883
2016-06-02,12.89855072463768
2016-06-03,8.255072463768116
2016-06-04,3.869565217391304
2016-06-05,11.350724637681159
2016-06-06,6.44927536231884
2016-06-07,4.643478260869565
2016-06-08,6.44927536231884
2016-06-09,7.9971014492753625
2016-06-10,1.5478260869565217
2016-06-11,3.6115942028985506
2016-06-12,0.0
2016-06-13,3.0956521739130434
2016-06-14,3.0956521739130434
2016-06-15,3.0956521739130434
2016-06-16,1.5478260869565217
2016-06-17,1.5478260869565217
2016-06-18,3.869565217391304
2016-06-19,1.8057971014492753
2016-06-20,3.0956521739130434
2016-06-21,6.44927536231884
2016-06-22,6.44927536231884
2016-06-23,0.0
2016-06-24,1.5478260869565217
2016-06-25,1.8057971014492753
2016-06-26,1.8057971014492753
2016-06-27,9.544927536231883
2016-06-28,6.44927536231884
2016-06-29,3.0956521739130434
2016-06-30,0.0
2016-07-01,11.866666666666667
2016-07-02,1.8057971014492753
2016-07-03,3.869565217391304
2016-07-04,1.8057971014492753
2016-07-05,3.353623188405797
2016-07-06,3.353623188405797
2016-07-07,0.0
2016-07-08,1.8057971014492753
2016-07-09,1.8057971014492753
2016-07-10,1.8057971014492753
2016-07-11,1.5478260869565217
2016-07-12,1.5478260869565217
2016-07-13,3.353623188405797
2016-07-14,6.44927536231884
2016-07-15,8.513043478260869
2016-07-16,5.6753623188405795
2016-07-17,0.0
2016-07-18,7.9971014492753625
2016-07-19,13.156521739130435
2016-07-20,22.95942028985507
2016-07-21,9.802898550724638
2016-07-22,16.768115942028984
2016-07-23,3.869565217391304
2016-07-24,5.6753623188405795
2016-07-25,7.9971014492753625
2016-07-26,12.89855072463768
2016-07-27,9.802898550724638
2016-07-28,9.802898550724638
2016-07-29,8.513043478260869
2016-07-30,9.802898550724638
2016-07-31,3.869565217391304
2016-08-01,4.901449275362319
2016-08-02,3.353623188405797
2016-08-03,14.704347826086956
2016-08-04,13.156521739130435
2016-08-05,5.159420289855072
2016-08-06,7.739130434782608
2016-08-07,3.869565217391304
2016-08-08,6.44927536231884
2016-08-09,7.9971014492753625
2016-08-10,11.350724637681159
2016-08-11,6.707246376811594
2016-08-12,3.353623188405797
2016-08-13,5.6753623188405795
2016-08-14,1.8057971014492753
2016-08-15,1.8057971014492753
2016-08-16,4.901449275362319
2016-08-17,6.44927536231884
2016-08-18,4.901449275362319
2016-08-19,8.513043478260869
2016-08-20,1.8057971014492753
2016-08-21,5.6753623188405795
2016-08-22,1.5478260869565217
2016-08-23,9.802898550724638
2016-08-24,4.901449275362319
2016-08-25,6.44927536231884
2016-08-26,3.353623188405797
2016-08-27,3.869565217391304
2016-08-28,3.6115942028985506
2016-08-29,12.382608695652173
2016-08-30,9.544927536231883
2016-08-31,3.0956521739130434
2016-09-01,7.9971014492753625
2016-09-02,3.353623188405797
2016-09-03,7.481159420289854
2016-09-04,3.6115942028985506
2016-09-05,14.704347826086956
2016-09-06,10.834782608695651
2016-09-07,12.640579710144927
2016-09-08,3.0956521739130434
2016-09-09,7.9971014492753625
2016-09-10,5.4173913043478255
2016-09-11,0.0
2016-09-12,6.191304347826087
2016-09-13,12.382608695652173
2016-09-14,7.739130434782608
2016-09-15,15.994202898550725
2016-09-16,11.350724637681159
2016-09-17,7.223188405797101
2016-09-18,6.965217391304348
2016-09-19,4.643478260869565
2016-09-20,4.643478260869565
2016-09-21,15.478260869565217
2016-09-22,7.739130434782608
2016-09-23,9.802898550724638
2016-09-24,9.028985507246377
2016-09-25,5.4173913043478255
2016-09-26,10.834782608695651
2016-09-27,19.605797101449276
2016-09-28,15.220289855072464
2016-09-29,12.382608695652173
2016-09-30,12.89855072463768
2016-10-01,6.788405797101449
2016-10-02,8.56231884057971
2016-10-03,11.33623188405797
2016-10-04,15.933333333333334
2016-10-05,10.240579710144928
2016-10-06,5.273913043478261
2016-10-07,7.095652173913043
2016-10-08,17.576811594202898
2016-10-09,15.514492753623188
2016-10-10,18.382608695652173
2016-10-11,5.821739130434782
2016-10-12,11.417391304347825
2016-10-13,9.610144927536233
2016-10-14,9.369565217391305
2016-10-15,11.691304347826087
2016-10-16,13.56231884057971
2016-10-17,11.981159420289854
2016-10-18,5.6927536231884055
2016-10-19,9.014492753623188
2016-10-20,23.89855072463768
2016-10-21,8.191304347826087
2016-10-22,7.079710144927536
2016-10-23,7.482608695652174
2016-10-24,9.240579710144928
2016-10-25,10.466666666666667
2016-10-26,11.933333333333334
2016-10-27,14.06231884057971
2016-10-28,10.369565217391305
2016-10-29,12.691304347826087
2016-10-30,11.288405797101449
2016-10-31,11.691304347826087
2016-11-01,12.73913043478261
2016-11-02,17.0
2016-11-03,14.0
2016-11-04,18.0
2016-11-05,17.0
2016-11-06,19.0
2016-11-07,21.0
2016-11-08,20.0
2016-11-09,70.0
2016-11-10,100.0
2016-11-11,62.0
2016-11-12,39.0
2016-11-13,37.0
2016-11-14,27.0
2016-11-15,18.0
2016-11-16,22.0
2016-11-17,15.0
2016-11-18,54.0
2016-11-19,53.0
2016-11-20,49.0
2016-11-21,40.0
2016-11-22,37.0
2016-11-23,28.0
2016-11-24,19.0
2016-11-25,5.0
2016-11-26,12.0
2016-11-27,19.0
2016-11-28,15.0
2016-11-29,11.0
2016-11-30,9.0
2016-12-01,8.0
2016-12-02,5.0
2016-12-03,7.0
2016-12-04,1.0
2016-12-05,9.0
2016-12-06,5.0
2016-12-07,5.0
2016-12-08,1.0
2016-12-09,4.0
2016-12-10,7.0
2016-12-11,8.0
2016-12-12,12.0
2016-12-13,9.0
2016-12-14,4.0
2016-12-15,5.0
2016-12-16,0.0
2016-12-17,5.0
2016-12-18,0.0
2016-12-19,1.0
2016-12-20,3.0
2016-12-21,8.0
2016-12-22,6.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,7.0
2016-12-26,3.0
2016-12-27,14.0
2016-12-28,0.0
2016-12-29,8.0
2016-12-30,6.0
2016-12-31,3.0
2017-01-01,7.0
2017-01-02,0.0
2017-01-03,5.0
2017-01-04,4.0
2017-01-05,3.0
2017-01-06,3.0
2017-01-07,7.0
2017-01-08,3.0
2017-01-09,1.0
2017-01-10,5.0
2017-01-11,10.0
2017-01-12,5.0
2017-01-13,4.0
2017-01-14,4.0
2017-01-15,4.0
2017-01-16,4.0
2017-01-17,5.0
2017-01-18,11.0
2017-01-19,5.0
2017-01-20,21.0
2017-01-21,23.0
2017-01-22,14.0
2017-01-23,14.0
2017-01-24,13.0
2017-01-25,15.0
2017-01-26,9.0
2017-01-27,4.0
2017-01-28,75.0
2017-01-29,33.0
2017-01-30,25.0
2017-01-31,21.0
2017-02-01,10.0
2017-02-02,14.0
2017-02-03,12.0
2017-02-04,6.0
2017-02-05,8.0
2017-02-06,2.0
2017-02-07,5.0
2017-02-08,11.0
2017-02-09,3.0
2017-02-10,5.0
2017-02-11,9.0
2017-02-12,9.0
2017-02-13,11.0
2017-02-14,8.0
2017-02-15,6.0
2017-02-16,4.0
2017-02-17,9.0
2017-02-18,7.0
2017-02-19,4.0
2017-02-20,5.0
2017-02-21,11.0
2017-02-22,2.0
2017-02-23,5.0
2017-02-24,3.0
2017-02-25,7.0
2017-02-26,1.0
2017-02-27,1.0
2017-02-28,8.0
2017-03-01,7.226612903225806
2017-03-02,8.082258064516129
2017-03-03,3.463709677419355
2017-03-04,4.845161290322581
2017-03-05,4.422580645161291
2017-03-06,5.989516129032258
2017-03-07,8.726612903225806
2017-03-08,1.4483870967741934
2017-03-09,3.396774193548387
2017-03-10,4.252419354838709
2017-03-11,4.066935483870967
2017-03-12,2.6338709677419354
2017-03-13,3.185483870967742
2017-03-14,3.5411290322580644
2017-03-15,3.685483870967742
2017-03-16,6.582258064516129
2017-03-17,4.108064516129032
2017-03-18,3.778225806451613
2017-03-19,1.9225806451612903
2017-03-20,5.675
2017-03-21,3.582258064516129
2017-03-22,7.360483870967742
2017-03-23,5.133870967741935
2017-03-24,6.819354838709677
2017-03-25,4.778225806451613
2017-03-26,3.4225806451612906
2017-03-27,2.778225806451613
2017-03-28,4.726612903225806
2017-03-29,3.989516129032258
2017-03-30,5.700806451612904
2017-03-31,4.252419354838709
2017-04-01,3.4225806451612906
2017-04-02,7.35
2017-04-03,6.164516129032258
2017-04-04,3.793548387096774
2017-04-05,3.082258064516129
2017-04-06,6.401612903225806
2017-04-07,3.3193548387096774
2017-04-08,4.504838709677419
2017-04-09,2.1338709677419354
2017-04-10,5.690322580645161
2017-04-11,3.793548387096774
2017-04-12,0.0
2017-04-13,3.3193548387096774
2017-04-14,2.1338709677419354
2017-04-15,3.082258064516129
2017-04-16,3.793548387096774
2017-04-17,4.030645161290322
2017-04-18,2.370967741935484
2017-04-19,2.370967741935484
2017-04-20,3.082258064516129
2017-04-21,2.608064516129032
2017-04-22,1.4225806451612903
2017-04-23,1.4225806451612903
2017-04-24,3.793548387096774
2017-04-25,3.082258064516129
2017-04-26,6.164516129032258
2017-04-27,5.690322580645161
2017-04-28,4.504838709677419
2017-04-29,2.8451612903225807
2017-04-30,3.793548387096774
2017-05-01,4.030645161290322
2017-05-02,3.793548387096774
2017-05-03,4.979032258064516
2017-05-04,23.70967741935484
2017-05-05,4.504838709677419
2017-05-06,2.8451612903225807
2017-05-07,1.4225806451612903
2017-05-08,6.875806451612903
2017-05-09,19.679032258064517
2017-05-10,3.082258064516129
2017-05-11,7.587096774193548
2017-05-12,3.3193548387096774
2017-05-13,5.216129032258064
2017-05-14,1.4225806451612903
2017-05-15,1.185483870967742
2017-05-16,1.896774193548387
2017-05-17,5.690322580645161
2017-05-18,1.185483870967742
2017-05-19,7.824193548387097
2017-05-20,2.1338709677419354
2017-05-21,7.35
2017-05-22,8.061290322580644
2017-05-23,4.979032258064516
2017-05-24,5.690322580645161
2017-05-25,7.35
2017-05-26,5.453225806451613
2017-05-27,3.082258064516129
2017-05-28,5.453225806451613
2017-05-29,1.896774193548387
2017-05-30,3.793548387096774
2017-05-31,4.504838709677419
2017-06-01,3.3193548387096774
2017-06-02,16.12258064516129
2017-06-03,3.793548387096774
