date,trump ties
2016-05-01,1.5384615384615383
2016-05-02,1.5384615384615383
2016-05-03,3.5897435897435894
2016-05-04,3.5897435897435894
2016-05-05,3.0769230769230766
2016-05-06,1.5384615384615383
2016-05-07,3.5897435897435894
2016-05-08,2.051282051282051
2016-05-09,2.051282051282051
2016-05-10,2.051282051282051
2016-05-11,1.5384615384615383
2016-05-12,2.564102564102564
2016-05-13,1.5384615384615383
2016-05-14,0.5128205128205128
2016-05-15,2.564102564102564
2016-05-16,2.051282051282051
2016-05-17,2.051282051282051
2016-05-18,2.051282051282051
2016-05-19,1.5384615384615383
2016-05-20,1.5384615384615383
2016-05-21,1.0256410256410255
2016-05-22,1.5384615384615383
2016-05-23,2.564102564102564
2016-05-24,1.0256410256410255
2016-05-25,1.0256410256410255
2016-05-26,1.5384615384615383
2016-05-27,1.5384615384615383
2016-05-28,1.0256410256410255
2016-05-29,1.5384615384615383
2016-05-30,1.0256410256410255
2016-05-31,1.0256410256410255
2016-06-01,1.0256410256410255
2016-06-02,1.5384615384615383
2016-06-03,2.051282051282051
2016-06-04,2.564102564102564
2016-06-05,0.5128205128205128
2016-06-06,1.0256410256410255
2016-06-07,1.0256410256410255
2016-06-08,2.564102564102564
2016-06-09,2.564102564102564
2016-06-10,1.0256410256410255
2016-06-11,2.564102564102564
2016-06-12,1.5384615384615383
2016-06-13,1.0256410256410255
2016-06-14,1.5384615384615383
2016-06-15,2.051282051282051
2016-06-16,0.5128205128205128
2016-06-17,1.5384615384615383
2016-06-18,1.0256410256410255
2016-06-19,1.5384615384615383
2016-06-20,3.5897435897435894
2016-06-21,2.564102564102564
2016-06-22,2.051282051282051
2016-06-23,1.5384615384615383
2016-06-24,1.0256410256410255
2016-06-25,1.0256410256410255
2016-06-26,1.5384615384615383
2016-06-27,0.5128205128205128
2016-06-28,1.5384615384615383
2016-06-29,2.564102564102564
2016-06-30,1.5384615384615383
2016-07-01,0.5128205128205128
2016-07-02,0.5128205128205128
2016-07-03,1.5384615384615383
2016-07-04,0.5128205128205128
2016-07-05,1.5384615384615383
2016-07-06,1.5384615384615383
2016-07-07,1.0256410256410255
2016-07-08,1.5384615384615383
2016-07-09,0.5128205128205128
2016-07-10,1.5384615384615383
2016-07-11,1.0256410256410255
2016-07-12,0.5128205128205128
2016-07-13,1.0256410256410255
2016-07-14,1.0256410256410255
2016-07-15,0.5128205128205128
2016-07-16,1.0256410256410255
2016-07-17,1.5384615384615383
2016-07-18,1.0256410256410255
2016-07-19,5.128205128205128
2016-07-20,4.615384615384615
2016-07-21,1.5384615384615383
2016-07-22,7.179487179487179
2016-07-23,5.6410256410256405
2016-07-24,4.615384615384615
2016-07-25,8.717948717948717
2016-07-26,8.717948717948717
2016-07-27,16.92307692307692
2016-07-28,11.282051282051281
2016-07-29,14.87179487179487
2016-07-30,14.358974358974358
2016-07-31,7.692307692307692
2016-08-01,4.615384615384615
2016-08-02,4.615384615384615
2016-08-03,6.666666666666666
2016-08-04,8.717948717948717
2016-08-05,5.128205128205128
2016-08-06,3.5897435897435894
2016-08-07,4.102564102564102
2016-08-08,7.179487179487179
2016-08-09,4.102564102564102
2016-08-10,7.692307692307692
2016-08-11,3.0769230769230766
2016-08-12,3.5897435897435894
2016-08-13,3.5897435897435894
2016-08-14,3.0769230769230766
2016-08-15,7.692307692307692
2016-08-16,5.6410256410256405
2016-08-17,5.6410256410256405
2016-08-18,3.5897435897435894
2016-08-19,5.6410256410256405
2016-08-20,2.564102564102564
2016-08-21,4.102564102564102
2016-08-22,3.0769230769230766
2016-08-23,3.5897435897435894
2016-08-24,4.102564102564102
2016-08-25,2.051282051282051
2016-08-26,2.564102564102564
2016-08-27,1.5384615384615383
2016-08-28,2.051282051282051
2016-08-29,0.5128205128205128
2016-08-30,1.5384615384615383
2016-08-31,3.5897435897435894
2016-09-01,4.615384615384615
2016-09-02,2.564102564102564
2016-09-03,1.0256410256410255
2016-09-04,1.5384615384615383
2016-09-05,0.5128205128205128
2016-09-06,2.051282051282051
2016-09-07,1.0256410256410255
2016-09-08,2.564102564102564
2016-09-09,1.5384615384615383
2016-09-10,2.051282051282051
2016-09-11,2.051282051282051
2016-09-12,1.0256410256410255
2016-09-13,2.564102564102564
2016-09-14,4.615384615384615
2016-09-15,5.6410256410256405
2016-09-16,3.0769230769230766
2016-09-17,2.564102564102564
2016-09-18,3.0769230769230766
2016-09-19,3.0769230769230766
2016-09-20,2.051282051282051
2016-09-21,2.051282051282051
2016-09-22,3.5897435897435894
2016-09-23,4.615384615384615
2016-09-24,5.128205128205128
2016-09-25,5.6410256410256405
2016-09-26,2.564102564102564
2016-09-27,10.256410256410255
2016-09-28,2.051282051282051
2016-09-29,4.615384615384615
2016-09-30,3.0769230769230766
2016-10-01,4.294871794871795
2016-10-02,3.551282051282051
2016-10-03,3.0256410256410255
2016-10-04,2.782051282051282
2016-10-05,4.051282051282051
2016-10-06,3.782051282051282
2016-10-07,3.2948717948717947
2016-10-08,2.5384615384615383
2016-10-09,4.038461538461538
2016-10-10,8.102564102564102
2016-10-11,5.82051282051282
2016-10-12,6.064102564102564
2016-10-13,5.551282051282051
2016-10-14,9.358974358974358
2016-10-15,7.333333333333333
2016-10-16,5.333333333333333
2016-10-17,3.7948717948717947
2016-10-18,3.2948717948717947
2016-10-19,3.2948717948717947
2016-10-20,4.8076923076923075
2016-10-21,3.2948717948717947
2016-10-22,3.5384615384615383
2016-10-23,3.5384615384615383
2016-10-24,4.038461538461538
2016-10-25,2.282051282051282
2016-10-26,2.282051282051282
2016-10-27,2.5384615384615383
2016-10-28,2.282051282051282
2016-10-29,3.8076923076923075
2016-10-30,6.833333333333333
2016-10-31,24.307692307692307
2016-11-01,47.141025641025635
2016-11-02,23.0
2016-11-03,11.0
2016-11-04,11.0
2016-11-05,8.0
2016-11-06,12.0
2016-11-07,7.0
2016-11-08,8.0
2016-11-09,30.0
2016-11-10,28.0
2016-11-11,28.0
2016-11-12,20.0
2016-11-13,14.0
2016-11-14,10.0
2016-11-15,9.0
2016-11-16,14.0
2016-11-17,11.0
2016-11-18,7.0
2016-11-19,5.0
2016-11-20,9.0
2016-11-21,5.0
2016-11-22,6.0
2016-11-23,10.0
2016-11-24,3.0
2016-11-25,3.0
2016-11-26,7.0
2016-11-27,4.0
2016-11-28,8.0
2016-11-29,1.0
2016-11-30,4.0
2016-12-01,4.0
2016-12-02,7.0
2016-12-03,8.0
2016-12-04,4.0
2016-12-05,6.0
2016-12-06,4.0
2016-12-07,4.0
2016-12-08,3.0
2016-12-09,6.0
2016-12-10,12.0
2016-12-11,10.0
2016-12-12,9.0
2016-12-13,14.0
2016-12-14,8.0
2016-12-15,6.0
2016-12-16,7.0
2016-12-17,7.0
2016-12-18,7.0
2016-12-19,6.0
2016-12-20,3.0
2016-12-21,4.0
2016-12-22,3.0
2016-12-23,2.0
2016-12-24,4.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,2.0
2016-12-28,2.0
2016-12-29,1.0
2016-12-30,5.0
2016-12-31,6.0
2017-01-01,3.0
2017-01-02,4.0
2017-01-03,5.0
2017-01-04,4.0
2017-01-05,5.0
2017-01-06,7.0
2017-01-07,10.0
2017-01-08,7.0
2017-01-09,3.0
2017-01-10,9.0
2017-01-11,100.0
2017-01-12,21.0
2017-01-13,7.0
2017-01-14,33.0
2017-01-15,14.0
2017-01-16,12.0
2017-01-17,9.0
2017-01-18,7.0
2017-01-19,13.0
2017-01-20,29.0
2017-01-21,21.0
2017-01-22,13.0
2017-01-23,12.0
2017-01-24,14.0
2017-01-25,14.0
2017-01-26,13.0
2017-01-27,12.0
2017-01-28,21.0
2017-01-29,33.0
2017-01-30,26.0
2017-01-31,18.0
2017-02-01,14.0
2017-02-02,15.0
2017-02-03,18.0
2017-02-04,16.0
2017-02-05,12.0
2017-02-06,9.0
2017-02-07,9.0
2017-02-08,8.0
2017-02-09,7.0
2017-02-10,10.0
2017-02-11,14.0
2017-02-12,8.0
2017-02-13,8.0
2017-02-14,17.0
2017-02-15,30.0
2017-02-16,30.0
2017-02-17,15.0
2017-02-18,18.0
2017-02-19,18.0
2017-02-20,13.0
2017-02-21,11.0
2017-02-22,10.0
2017-02-23,9.0
2017-02-24,12.0
2017-02-25,14.0
2017-02-26,11.0
2017-02-27,9.0
2017-02-28,10.0
2017-03-01,16.68577075098814
2017-03-02,23.701581027667984
2017-03-03,15.175230566534914
2017-03-04,16.542160737812914
2017-03-05,15.685770750988143
2017-03-06,15.106060606060606
2017-03-07,10.1699604743083
2017-03-08,9.88274044795784
2017-03-09,20.121870882740446
2017-03-10,16.621870882740446
2017-03-11,14.680500658761527
2017-03-12,8.803030303030303
2017-03-13,5.803030303030303
2017-03-14,5.872200263504611
2017-03-15,12.531620553359684
2017-03-16,8.308300395256918
2017-03-17,6.015810276679842
2017-03-18,6.090250329380764
2017-03-19,5.659420289855072
2017-03-20,19.8399209486166
2017-03-21,28.861001317523055
2017-03-22,15.616600790513834
2017-03-23,24.063241106719367
2017-03-24,14.036890645586297
2017-03-25,15.249670619235836
2017-03-26,15.111330698287219
2017-03-27,10.744400527009223
2017-03-28,11.531620553359684
2017-03-29,14.472990777338604
2017-03-30,10.52635046113307
2017-03-31,15.536890645586297
2017-04-01,6.9519104084321475
2017-04-02,5.744400527009223
2017-04-03,9.478260869565217
2017-04-04,10.052700922266139
2017-04-05,10.052700922266139
2017-04-06,10.3399209486166
2017-04-07,12.92490118577075
2017-04-08,7.180500658761528
2017-04-09,5.457180500658762
2017-04-10,6.8932806324110665
2017-04-11,6.031620553359684
2017-04-12,5.744400527009223
2017-04-13,9.478260869565217
2017-04-14,10.3399209486166
2017-04-15,7.75494071146245
2017-04-16,6.6060606060606055
2017-04-17,8.042160737812912
2017-04-18,8.329380764163373
2017-04-19,6.031620553359684
2017-04-20,5.1699604743083
2017-04-21,6.031620553359684
2017-04-22,4.595520421607378
2017-04-23,4.308300395256917
2017-04-24,3.7338603425559946
2017-04-25,3.7338603425559946
2017-04-26,3.7338603425559946
2017-04-27,2.58498023715415
2017-04-28,4.595520421607378
2017-04-29,4.308300395256917
2017-04-30,6.031620553359684
2017-05-01,4.882740447957839
2017-05-02,4.595520421607378
2017-05-03,4.308300395256917
2017-05-04,3.7338603425559946
2017-05-05,3.1594202898550723
2017-05-06,3.4466403162055332
2017-05-07,3.1594202898550723
2017-05-08,5.744400527009223
2017-05-09,7.467720685111989
2017-05-10,18.956521739130434
2017-05-11,14.935441370223979
2017-05-12,15.5098814229249
2017-05-13,10.052700922266139
2017-05-14,8.042160737812912
2017-05-15,10.914361001317523
2017-05-16,7.75494071146245
2017-05-17,9.478260869565217
2017-05-18,12.063241106719367
2017-05-19,9.478260869565217
2017-05-20,9.191040843214756
2017-05-21,7.467720685111989
2017-05-22,7.75494071146245
2017-05-23,7.467720685111989
2017-05-24,4.308300395256917
2017-05-25,6.6060606060606055
2017-05-26,5.457180500658762
2017-05-27,7.467720685111989
2017-05-28,5.1699604743083
2017-05-29,4.021080368906456
2017-05-30,3.1594202898550723
2017-05-31,6.8932806324110665
2017-06-01,5.457180500658762
2017-06-02,4.882740447957839
2017-06-03,4.882740447957839
